Date,BondCode,ShortName,Issuer,IssuingDate,MaturityDate,Tenor,CurrencyDenomination,AmountOfIssuance,Coupon,IRR,EarlyRedemption,NonCallPeriodYearxCallFrequencyYear,SecuritiesUnderwriterOrFinancialConsultingCompany,LiquidityProvider,ISIN,BondDatabase
20260905,F16802,P21TSMC1,台灣積體電路製造股份有限公司,20210923,20510923,30,USD,1000000000,3.100,0,Applicable,5.000 x 1.000,Goldman Sachs TaipeiKGI Securities,KGI Securities,TW000F168026,https://mopsov.twse.com.tw/mops/web/t120sg01?encodeURIComponent=1&firstin=true&tg=&pg=&step=0&TYPEK=&monyr_reg=202608&issuer_stock_code=2330&bond_kind=4&bond_yrn=110-5&bond_subn=%24M00000001&bond_id=F16802&come=2
20260905,F05436,P21NATIX3,Natixis,20211008,20511008,30,USD,180000000,0,3.1,Applicable,5.000 x 1.000,Cathay United BankE.SUN Bank,E.SUN Bank,XS2303548635,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0037&MONYR_REG=202110&BOND_ID=F05436&KIND=A
20260905,F03230,P21BACR9,Barclays Bank PLC,20211018,20511018,30,USD,100000000,0,3.2,Applicable,5.000 x 1.000,E.SUN BankYuanta Securities Co,Yuanta Securities Co,XS2310983999,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0019&MONYR_REG=202110&BOND_ID=F03230&KIND=A
20260905,F11315,P21FAB2,First Abu Dhabi Bank,20211130,20511130,30,USD,365000000,0,3.4,Applicable,5.000 x 5.000,ANZ Banking Group TPStandard Chartered,Standard Chartered,XS2412097177,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0090&MONYR_REG=202111&BOND_ID=F11315&KIND=A
20260905,F09820,P21MUFGB2,MUFG Bank Ltd.,20211210,20511210,30,USD,150000000,0,3.3,Applicable,5.000 x 1.000,Cathay United BankMasterLink,Taishin Securities,XS2415468615,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0074&MONYR_REG=202112&BOND_ID=F09820&KIND=A
20260905,F05438,P21NATIX5,Natixis,20211216,20511216,30,USD,100000000,0,3.3,Applicable,5.000 x 1.000,E.SUN BankYuanta Securities Co,Yuanta Securities Co,XS2321018900,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0037&MONYR_REG=202112&BOND_ID=F05438&KIND=A
20260905,F16103,P22BACRH1,Barclays PLC,20220107,20520107,30,USD,400000000,0,3.3,Applicable,5.000 x 1.000,Cathay United BankE.SUN BankYuanta Securities Co,Yuanta Securities Co,XS2426069220,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0131&MONYR_REG=202201&BOND_ID=F16103&KIND=A
20260905,F00924,P22BNP1,BNP PARIBAS,20220118,20520118,30,USD,355000000,0,3.4,Applicable,5.000 x 5.000,BNP PARIBAS TAIWANTaipei Fubon BankTaishin InternatonalYuanta Securities Co,Taishin Internatonal,FR0014007LU4,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0002&MONYR_REG=202201&BOND_ID=F00924&KIND=A
20260905,F07104,P22SCB1,Standard Chartered Bank,20220118,20520118,30,USD,140000000,0,3.21,Applicable,5.000 x 1.000,Capital SecuritiesStandard Chartered,Capital Securities,XS2430441977,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0051&MONYR_REG=202201&BOND_ID=F07104&KIND=A
20260905,F00925,P22BNP2,BNP PARIBAS,20220119,20520119,30,USD,230000000,0,3.4,Applicable,5.000 x 5.000,BNP PARIBAS TAIWANCapital SecuritiesE.SUN Bank,E.SUN Bank,FR0014007MN7,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0002&MONYR_REG=202201&BOND_ID=F00925&KIND=A
20260905,F02266,P22SG1,Societe Generale,20220120,20520120,30,USD,220000000,0,3.25,Applicable,5.000 x 1.000,E.SUN BankSG Securities TaipeiSinoPac Securities,E.SUN Bank,XS2347740008,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202201&BOND_ID=F02266&KIND=A
20260905,F03231,P22BACR1,Barclays Bank PLC,20220125,20520125,30,USD,100000000,0,3.4,Applicable,5.000 x 1.000,E.SUN Bank,E.SUN Bank,XS2338797546,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0019&MONYR_REG=202201&BOND_ID=F03231&KIND=A
20260905,F08718,P22BBVA1,BBVA Global Markets B.V.,20220125,20520125,30,USD,100000000,0,3.41,Applicable,5.000 x 1.000,E.SUN BankKGI Securities,KGI Securities,XS2339659281,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0064&MONYR_REG=202201&BOND_ID=F08718&KIND=A
20260905,F05439,P22NATIX1,Natixis,20220126,20520126,30,USD,220000000,0,3.23,Applicable,5.000 x 1.000,Capital SecuritiesE.SUN BankTaipei Fubon BankTaishin InternatonalYuanta Securities Co,E.SUN Bank,XS2321033610,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0037&MONYR_REG=202201&BOND_ID=F05439&KIND=A
20260905,F02268,P22SG3,Societe Generale,20220126,20520126,30,USD,220000000,0,3.35,Applicable,5.000 x 1.000,E.SUN BankSG Securities TaipeiSinoPac Securities,E.SUN Bank,XS2347738366,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202201&BOND_ID=F02268&KIND=A
20260905,F05821,P22RBCLB1,Royal Bank of Canada London Branch,20220126,20520126,30,USD,465000000,0,3.26,Applicable,5.000 x 1.000,Cathay United BankE.SUN BankKGI SecuritiesYuanta Securities Co,KGI Securities,XS1192971411,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0040&MONYR_REG=202201&BOND_ID=F05821&KIND=A
20260905,F05440,P22NATIX2,Natixis,20220127,20520127,30,USD,80000000,0,3.23,Applicable,5.000 x 1.000,Capital SecuritiesNational SecuritiesSinoPac Securities,SinoPac Securities,XS2321034261,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0037&MONYR_REG=202201&BOND_ID=F05440&KIND=A
20260905,F11806,P22SMFG1,SUMITOMO MITSUI FINANCIAL GROUP INC.,20220127,20520127,30,USD,315000000,0,3.45,Applicable,10.000 x 1.000,Cathay United BankKGI SecuritiesMasterLinkSG Securities TaipeiYuanta Securities Co,Cathay United Bank,XS2435101477,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0095&MONYR_REG=202201&BOND_ID=F11806&KIND=A
20260905,F02645,P22CACIB3,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,20220127,20520127,30,USD,125000000,0,3.26,Applicable,5.000 x 1.000,E.SUN BankYuanta Securities Co,Yuanta Securities Co,XS2317949563,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0014&MONYR_REG=202201&BOND_ID=F02645&KIND=A
20260905,F03520,P22UBSLN1,UBS AG London Branch,20220209,20520209,30,USD,150000000,0,3.3,Applicable,5.000 x 1.000,Chinatrust BankYuanta Securities Co,Yuanta Securities Co,XS2024989654,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0022&MONYR_REG=202202&BOND_ID=F03520&KIND=A
20260905,F09821,P22MUFGB1,MUFG Bank Ltd.,20220214,20520214,30,USD,160000000,0,3.35,Applicable,5.000 x 1.000,Cathay United BankMasterLink,Taishin Securities,XS2438697224,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0074&MONYR_REG=202202&BOND_ID=F09821&KIND=A
20260905,F02648,P22CACIB6,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,20220308,20520308,30,USD,75000000,0,3.65,Applicable,5.000 x 1.000,E.SUN BankKGI SecuritiesTaishin Internatonal,E.SUN Bank,XS2317951387,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0014&MONYR_REG=202203&BOND_ID=F02648&KIND=A
20260905,F09822,P22MUFGB2,MUFG Bank Ltd.,20220309,20520309,30,USD,120000000,0,3.81,Applicable,5.000 x 1.000,Cathay United BankMasterLink,Taishin Securities,XS2447997011,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0074&MONYR_REG=202203&BOND_ID=F09822&KIND=A
20260905,F05441,P22NATIX3,Natixis,20220316,20520316,30,USD,50000000,0,3.85,Applicable,5.000 x 1.000,E.SUN BankSinoPac Securities,E.SUN Bank,XS2303555846,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0037&MONYR_REG=202203&BOND_ID=F05441&KIND=A
20260905,F02270,P22SG5,Societe Generale,20220316,20520316,30,USD,95000000,0,3.85,Applicable,5.000 x 1.000,E.SUN BankSG Securities Taipei,E.SUN Bank,XS2347734704,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202203&BOND_ID=F02270&KIND=A
20260905,F10903,P22HSBC1,HSBC Holdings plc,20220318,20520318,30,USD,415000000,0,4.05,Applicable,5.000 x 1.000,E.SUN BankHSBC Bank(Taiwan)LtdSinoPac Securities,E.SUN Bank,XS2451774884,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0086&MONYR_REG=202203&BOND_ID=F10903&KIND=A
20260905,F18501,P22WFC1,Wells Fargo &amp; Company,20220329,20520329,30,USD,74000000,0,4.4,Applicable,5.000 x 1.000,Chinatrust BankE.SUN BankStandard CharteredYuanta Securities Co,E.SUN Bank,XS2460266708,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0153&MONYR_REG=202203&BOND_ID=F18501&KIND=A
20260905,F05822,P22RBCLB2,Royal Bank of Canada London Branch,20220408,20520408,30,USD,110000000,0,4.25,Applicable,5.000 x 1.000,Cathay United BankYuanta Securities Co,Yuanta Securities Co,XS1192971767,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0040&MONYR_REG=202204&BOND_ID=F05822&KIND=A
20260905,F03236,P22BACR6,Barclays Bank PLC,20220413,20520413,30,USD,100000000,0,4.52,Applicable,5.000 x 1.000,Cathay United BankKGI Bank,Cathay United Bank,XS2366944887,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0019&MONYR_REG=202204&BOND_ID=F03236&KIND=A
20260905,F01213,P22CTBC1,中國信託商業銀行股份有限公司,20220427,20520427,30,USD,80000000,0,4.4,Applicable,5.000 x 1.000,Chinatrust Bank,Yuanta Securities Co,TW000F012133,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=F01213&bond_kind=3&bond_subn=%24M00000001&bond_yrn=111-1&come=2&encodeURIComponent=1&firstin=true&issuer_stock_code=5841&monyr_reg=202608&pg=&step=0&tg=
20260905,F04048,P22JPMC5,JPMorgan Chase &amp; Co.,20220505,20520505,30,USD,14000000,0,4.72,Applicable,5.000 x 1.000,E.SUN BankJPMorgan,E.SUN Bank,XS1450769606,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0027&MONYR_REG=202205&BOND_ID=F04048&KIND=A
20260905,F18002,P22UAE1,Federal Government of the United Arab Emirates acting through the Ministry of F,20220707,20520707,30,USD,1250000000,4.951,0,Not Applicable,Not Applicable,Citibank Taiwan Ltd.HSBC Bank(Taiwan)LtdJPMorganStandard Chartered,Standard Chartered,XS2492385203,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0148&MONYR_REG=202207&BOND_ID=F18002&KIND=A
20260905,F18502,P22WFC2,Wells Fargo &amp; Company,20220913,20520913,30,USD,48000000,0,5.37,Applicable,10.000 x 1.000,Cathay United BankYuanta Securities Co,Yuanta Securities Co,XS2528132173,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0153&MONYR_REG=202209&BOND_ID=F18502&KIND=A
20260905,F09704,P18CCF1,Comcast Corporation,20180212,20530131,34.98,USD,800000000,4.250,0,Applicable,5.000 x 1.000,DeutscheBankAGTPE,DeutscheBankAGTPE,XS1766784455,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0073&MONYR_REG=201802&BOND_ID=F09704&KIND=A
20260905,F17301,P21CHILE1,Republic of Chile,20210415,20530415,32,USD,1500000000,3.500,0,Applicable,Not a complete month or multiples.Please refer to the prospectus.,CACIB TaipeiGoldman Sachs Taipei,E.SUN Bank,XS2327851874,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0141&MONYR_REG=202104&BOND_ID=F17301&KIND=A
20260905,F03605,P18VZ1,Verizon Communications Inc.,20180518,20530502,34.98,USD,730000000,5.320,0,Applicable,5.000 x 1.000,BNP PARIBAS TAIWANDeutscheBankAGTPE,DeutscheBankAGTPE,XS1819827640,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0023&MONYR_REG=201805&BOND_ID=F03605&KIND=A
20260905,F17503,P23MDGHA1,MDGH GMTN (RSC) Ltd,20230522,20530522,30,USD,500000000,5.084,0,Applicable,Not a complete month or multiples.Please refer to the prospectus.,BNP PARIBAS TAIWANCACIB TaipeiCitibank Taiwan Ltd.JPM Securities TWStandard Chartered,BNP PARIBAS TAIWAN,XS2623206187,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0143&MONYR_REG=202305&BOND_ID=F17503&KIND=A
20260905,F18503,P23WFC1,Wells Fargo &amp; Company,20230606,20530606,30,USD,25000000,0,6.06,Applicable,10.000 x 1.000,KGI SecuritiesYuanta Securities Co,Yuanta Securities Co,XS2629403812,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0153&MONYR_REG=202306&BOND_ID=F18503&KIND=A
20260905,F04029,P20JPMC5,JPMorgan Chase &amp; Co.,20200521,20540521,34,USD,280000000,0,3.45,Applicable,5.000 x 1.000,E.SUN BankSinoPac Securities,E.SUN Bank,XS1450910390,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0027&MONYR_REG=202005&BOND_ID=F04029&KIND=A
20260905,F05816,P20RBCLB3,Royal Bank of Canada London Branch,20200526,20540526,34,USD,200000000,0,3.3,Applicable,5.000 x 1.000,Yuanta Securities Co,Yuanta Securities Co,XS1991332096,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0040&MONYR_REG=202005&BOND_ID=F05816&KIND=A
20260905,F01136,P20CITI9,Citigroup Inc,20200528,20540528,34,USD,300000000,0,3.7,Applicable,5.000 x 1.000,E.SUN BankMasterLinkYuanta Securities Co,E.SUN Bank,XS1273445582,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=202005&BOND_ID=F01136&KIND=A
20260905,F02251,P20SG5,Societe Generale,20200717,20540717,34,USD,355000000,0,3,Applicable,5.000 x 1.000,Cathay United BankE.SUN BankSG Securities TaipeiSinoPac Securities,Cathay United Bank,XS2174706684,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202007&BOND_ID=F02251&KIND=A
20260905,F13730,P20MSF11,Morgan Stanley Finance LLC,20200821,20540821,34,USD,100000000,0,2.76,Applicable,5.000 x 6.000,KGI SecuritiesMasterLinkYuanta Securities Co,Yuanta Securities Co,XS1906336240,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0111&MONYR_REG=202008&BOND_ID=F13730&KIND=A
20260905,F02255,P20SG9,Societe Generale,20201020,20541020,34,USD,400000000,0,2.7,Applicable,5.000 x 1.000,E.SUN BankKGI SecuritiesSG Securities Taipei,E.SUN Bank,XS2175872048,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202010&BOND_ID=F02255&KIND=A
20260905,F04023,P19JPMC3,JPMorgan Chase &amp; Co.,20191107,20541107,35,USD,110000000,0,4.01,Applicable,5.000 x 1.000,E.SUN BankYuanta Securities Co,E.SUN Bank,XS1450982548,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0027&MONYR_REG=201911&BOND_ID=F04023&KIND=A
20260905,F13740,P21MSF7,Morgan Stanley Finance LLC,20210223,20550223,34,USD,85000000,0,3,Applicable,5.000 x 5.000,Cathay United BankE.SUN BankYuanta Securities Co,E.SUN Bank,XS2175209910,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0111&MONYR_REG=202102&BOND_ID=F13740&KIND=A
20260905,F04034,P21JPMC2,JPMorgan Chase &amp; Co.,20210303,20550303,34,USD,240000000,0,3.02,Applicable,5.000 x 2.000,Cathay United BankE.SUN BankKGI Securities,E.SUN Bank,XS1450844821,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0027&MONYR_REG=202103&BOND_ID=F04034&KIND=A
20260905,F03609,P22VZ1,Verizon Communications Inc.,20220304,20550304,33,USD,655000000,4.100,0,Applicable,5.000 x 1.000,DeutscheBankAGTPEJPMorganMorgan Stanley,DeutscheBankAGTPE,XS2449912976,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0023&MONYR_REG=202203&BOND_ID=F03609&KIND=A
20260905,F01143,P21CITI4,Citigroup Inc,20210312,20550312,34,USD,190000000,0,3.23,Applicable,5.000 x 1.000,Chinatrust BankE.SUN Bank,Chinatrust Bank,XS1273448768,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=202103&BOND_ID=F01143&KIND=A
20260905,F01144,P21CITI5,Citigroup Inc,20210409,20550409,34,USD,230000000,0,3.65,Applicable,5.000 x 1.000,National SecuritiesSinoPac SecuritiesYuanta Securities Co,SinoPac Securities,XS1273442647,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=202104&BOND_ID=F01144&KIND=A
20260905,F00809,P21DB4,Deutsche Bank Aktiengesellschaft,20210415,20550415,34,USD,300000000,0,4,Applicable,5.000 x 1.000,DeutscheBankAGTPEKGI BankTaishin InternatonalYuanta Securities Co,DeutscheBankAGTPE,XS2327322884,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0001&MONYR_REG=202104&BOND_ID=F00809&KIND=A
20260905,F01145,P21CITI6,Citigroup Inc,20210519,20550519,34,USD,275000000,0,3.55,Applicable,5.000 x 1.000,MasterLinkTaipei Fubon BankTaishin Internatonal,Taishin Securities,XS1273440435,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=202105&BOND_ID=F01145&KIND=A
20260905,F13727,P20MSF8,Morgan Stanley Finance LLC,20200521,20550521,35,USD,30000000,0,3.55,Applicable,7.000 x 5.000,National SecuritiesSinoPac Securitiessell the bond itself,SinoPac Securities,XS1906332843,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0111&MONYR_REG=202005&BOND_ID=F13727&KIND=A
20260905,F01137,P20CITI10,Citigroup Inc,20200612,20550612,35,USD,150000000,0,3.65,Applicable,5.000 x 1.000,Fubon SeuritiesNational SecuritiesSinoPac Securities,SinoPac Securities,XS1273440518,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=202006&BOND_ID=F01137&KIND=A
20260905,F04031,P20JPMC7,JPMorgan Chase &amp; Co.,20200612,20550612,35,USD,180000000,0,3.61,Applicable,5.000 x 1.000,E.SUN BankKGI SecuritiesYuanta Securities Co,Yuanta Securities Co,XS1450907339,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0027&MONYR_REG=202006&BOND_ID=F04031&KIND=A
20260905,F04040,P21JPMC8,JPMorgan Chase &amp; Co.,20210618,20550618,34,USD,80000000,0,3.56,Applicable,5.000 x 2.000,Cathay United BankE.SUN Bank,Cathay United Bank,XS1450830283,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0027&MONYR_REG=202106&BOND_ID=F04040&KIND=A
20260905,F01146,P21CITI7,Citigroup Inc,20210625,20550625,34,USD,275000000,0,3.6,Applicable,5.000 x 1.000,E.SUN BankNational SecuritiesSinoPac SecuritiesYuanta Securities Co,SinoPac Securities,XS1273448172,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=202106&BOND_ID=F01146&KIND=A
20260905,F04041,P21JPMC9,JPMorgan Chase &amp; Co.,20210804,20550804,34,USD,150000000,0,3.3,Applicable,5.000 x 2.000,KGI BankNational SecuritiesSinoPac SecuritiesYuanta Securities Co,SinoPac Securities,XS1450822181,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0027&MONYR_REG=202108&BOND_ID=F04041&KIND=A
20260905,F00810,P21DB5,Deutsche Bank Aktiengesellschaft,20210817,20550817,34,USD,200000000,0,3.5,Applicable,5.000 x 1.000,DeutscheBankAGTPEKGI BankSinoPac SecuritiesTaishin Internatonal,DeutscheBankAGTPE,XS2371228870,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0001&MONYR_REG=202108&BOND_ID=F00810&KIND=A
20260905,F00812,P21DB7,Deutsche Bank Aktiengesellschaft,20211020,20551020,34,USD,200000000,0,3.5,Applicable,5.000 x 1.000,DeutscheBankAGTPEKGI BankSinoPac SecuritiesTaishin Internatonal,DeutscheBankAGTPE,XS2394051002,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0001&MONYR_REG=202110&BOND_ID=F00812&KIND=A
20260905,F01148,P22CITI1,Citigroup Inc,20220121,20560121,34,USD,290000000,0,3.4,Applicable,5.000 x 1.000,E.SUN BankSinoPac SecuritiesTaipei Fubon BankYuanta Securities Co,E.SUN Bank,XS2110103046,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=202201&BOND_ID=F01148&KIND=A
20260905,F00813,P22DB1,Deutsche Bank Aktiengesellschaft,20220124,20560124,34,USD,545000000,0,3.55,Applicable,5.000 x 1.000,DeutscheBankAGTPEKGI BankSinoPac SecuritiesTaipei Fubon BankTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2430292362,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0001&MONYR_REG=202201&BOND_ID=F00813&KIND=A
20260905,F13741,P21MSF8,Morgan Stanley Finance LLC,20210303,20560203,34.92,USD,70000000,0,3.15,Applicable,5.000 x 7.000,National SecuritiesSinoPac SecuritiesYuanta Securities Co,SinoPac Securities,XS2175203475,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0111&MONYR_REG=202103&BOND_ID=F13741&KIND=A
20260905,F00815,P22DB3,Deutsche Bank Aktiengesellschaft,20220210,20560210,34,USD,100000000,0,3.4,Applicable,5.000 x 1.000,Cathay United BankDeutscheBankAGTPE,Cathay United Bank,XS2434409392,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0001&MONYR_REG=202201&BOND_ID=F00815&KIND=A
20260905,F00816,P22DB4,Deutsche Bank Aktiengesellschaft,20220218,20560218,34,USD,460000000,0,3.82,Applicable,5.000 x 1.000,DeutscheBankAGTPEE.SUN BankKGI BankSinoPac SecuritiesTaipei Fubon BankTaishin Internatonal,Taishin Internatonal,XS2437849214,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0001&MONYR_REG=202202&BOND_ID=F00816&KIND=A
