entity_id,co_id,as_of,scope,currency,subject,measure,shock_bp,value_ntd_k,per_bp_ntd_k,layout,filing,page
cathay_life,5846,2024-03-31,本公司,USD,total,pnl,1.0,0.0,0.0,grid,202401_5846_AI1.pdf,128
cathay_life,5846,2024-06-30,本公司,CNY,total,equity,1.0,-2431.0,-2431.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-06-30,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-06-30,本公司,EUR,total,equity,1.0,-4981.0,-4981.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-06-30,本公司,EUR,total,pnl,1.0,0.0,0.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-06-30,本公司,GBP,total,equity,1.0,-3476.0,-3476.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-06-30,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-06-30,本公司,TWD,total,equity,1.0,-66118.0,-66118.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-06-30,本公司,TWD,total,pnl,1.0,0.0,0.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-06-30,本公司,USD,total,equity,1.0,-1213552.0,-1213552.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-06-30,本公司,USD,total,pnl,1.0,0.0,0.0,grid,202402_5846_AI1.pdf,134
cathay_life,5846,2024-09-30,本公司,CNY,total,equity,1.0,-1915.0,-1915.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2024-09-30,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2024-09-30,本公司,EUR,total,equity,1.0,-5500.0,-5500.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2024-09-30,本公司,EUR,total,pnl,1.0,0.0,0.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2024-09-30,本公司,GBP,total,equity,1.0,-3799.0,-3799.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2024-09-30,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2024-09-30,本公司,TWD,total,equity,1.0,-64395.0,-64395.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2024-09-30,本公司,TWD,total,pnl,1.0,0.0,0.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2024-09-30,本公司,USD,total,equity,1.0,-1277668.0,-1277668.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2024-09-30,本公司,USD,total,pnl,1.0,1571.0,1571.0,grid,202403_5846_AI1.pdf,131
cathay_life,5846,2025-03-31,本公司,CNY,total,equity,1.0,-2597.0,-2597.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,EUR,total,equity,1.0,-6085.0,-6085.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,EUR,total,pnl,1.0,0.0,0.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,GBP,total,equity,1.0,-4408.0,-4408.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,TWD,total,equity,1.0,-62304.0,-62304.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,TWD,total,pnl,1.0,0.0,0.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,USD,total,equity,1.0,-1375486.0,-1375486.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,USD,total,pnl,1.0,0.0,0.0,grid,202501_5846_AI1.pdf,130
cathay_life,5846,2025-03-31,本公司,all,asset,equity,1.0,-1458844.0,-1458844.0,ifrs17,202601_5846_AI1.pdf,180
cathay_life,5846,2025-03-31,本公司,all,asset,pnl,1.0,0.0,0.0,ifrs17,202601_5846_AI1.pdf,180
cathay_life,5846,2025-03-31,本公司,all,liability,equity,1.0,5606769.0,5606769.0,ifrs17,202601_5846_AI1.pdf,180
cathay_life,5846,2025-03-31,本公司,all,liability,pnl,1.0,-90829.0,-90829.0,ifrs17,202601_5846_AI1.pdf,180
cathay_life,5846,2025-03-31,本公司,all,net,equity,1.0,4158784.0,4158784.0,ifrs17,202601_5846_AI1.pdf,180
cathay_life,5846,2025-03-31,本公司,all,net,pnl,1.0,-90874.0,-90874.0,ifrs17,202601_5846_AI1.pdf,180
cathay_life,5846,2025-06-30,本公司,CNY,total,equity,1.0,-1994.0,-1994.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,EUR,total,equity,1.0,-29234.0,-29234.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,EUR,total,pnl,1.0,0.0,0.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,GBP,total,equity,1.0,-12178.0,-12178.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,TWD,total,equity,1.0,-61557.0,-61557.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,TWD,total,pnl,1.0,0.0,0.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,USD,total,equity,1.0,-1221964.0,-1221964.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,USD,total,pnl,1.0,0.0,0.0,grid,202502_5846_AI1.pdf,133
cathay_life,5846,2025-06-30,本公司,all,asset,equity,1.0,-1337727.0,-1337727.0,ifrs17,202602_5846_AI1.pdf,191
cathay_life,5846,2025-06-30,本公司,all,asset,pnl,1.0,0.0,0.0,ifrs17,202602_5846_AI1.pdf,191
cathay_life,5846,2025-06-30,本公司,all,liability,equity,1.0,6941273.0,6941273.0,ifrs17,202602_5846_AI1.pdf,191
cathay_life,5846,2025-06-30,本公司,all,liability,pnl,1.0,-84337.0,-84337.0,ifrs17,202602_5846_AI1.pdf,191
cathay_life,5846,2025-06-30,本公司,all,net,equity,1.0,5585966.0,5585966.0,ifrs17,202602_5846_AI1.pdf,191
cathay_life,5846,2025-06-30,本公司,all,net,pnl,1.0,-84428.0,-84428.0,ifrs17,202602_5846_AI1.pdf,191
cathay_life,5846,2025-09-30,本公司,CNY,total,equity,1.0,-2530.0,-2530.0,grid,202503_5846_AI1.pdf,130
cathay_life,5846,2025-09-30,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202503_5846_AI1.pdf,130
cathay_life,5846,2025-09-30,本公司,EUR,total,equity,1.0,-51843.0,-51843.0,grid,202503_5846_AI1.pdf,130
cathay_life,5846,2025-09-30,本公司,EUR,total,pnl,1.0,0.0,0.0,grid,202503_5846_AI1.pdf,130
cathay_life,5846,2025-09-30,本公司,GBP,total,equity,1.0,-22719.0,-22719.0,grid,202503_5846_AI1.pdf,130
cathay_life,5846,2025-09-30,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202503_5846_AI1.pdf,130
cathay_life,5846,2025-09-30,本公司,TWD,total,equity,1.0,-58853.0,-58853.0,grid,202503_5846_AI1.pdf,130
