matrix_code,item,sub_item,obs_month,value,unit,vintage
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2005-09-01,-190.84,pct_yoy,2026-08-27
EG47M01,合計,原始值,2005-10-01,12464.0,USD mn,2026-08-27
EG47M01,合計,年增率,2005-10-01,19.77,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2005-10-01,3817.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2005-10-01,15.21,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2005-10-01,1665.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2005-10-01,-3.31,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2005-10-01,496.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2005-10-01,38.55,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2005-10-01,985.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2005-10-01,84.46,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2005-10-01,121.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2005-10-01,6.14,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2005-10-01,492.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2005-10-01,-10.38,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2005-10-01,58.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2005-10-01,61.11,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2005-10-01,8647.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2005-10-01,21.89,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2005-10-01,4331.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2005-10-01,25.75,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2005-10-01,607.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2005-10-01,-2.1,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2005-10-01,2781.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2005-10-01,40.17,pct_yoy,2026-08-27
EG47M01,銀行間市場-選擇權,原始值,2005-10-01,877.0,USD mn,2026-08-27
EG47M01,銀行間市場-選擇權,年增率,2005-10-01,-13.17,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯換利,原始值,2005-10-01,51.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯換利,年增率,2005-10-01,41.67,pct_yoy,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,原始值,2005-10-01,-94.0,USD mn,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2005-10-01,-72.83,pct_yoy,2026-08-27
EG47M01,合計,原始值,2005-11-01,11574.0,USD mn,2026-08-27
EG47M01,合計,年增率,2005-11-01,4.59,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2005-11-01,3830.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2005-11-01,2.54,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2005-11-01,1676.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2005-11-01,-12.84,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2005-11-01,458.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2005-11-01,-11.58,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2005-11-01,922.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2005-11-01,63.77,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2005-11-01,150.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2005-11-01,35.14,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2005-11-01,493.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2005-11-01,-7.85,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2005-11-01,131.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2005-11-01,54.12,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2005-11-01,7744.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2005-11-01,5.63,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2005-11-01,3827.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2005-11-01,3.91,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2005-11-01,521.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2005-11-01,-31.36,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2005-11-01,2357.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2005-11-01,19.95,pct_yoy,2026-08-27
EG47M01,銀行間市場-選擇權,原始值,2005-11-01,946.0,USD mn,2026-08-27
EG47M01,銀行間市場-選擇權,年增率,2005-11-01,9.62,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯換利,原始值,2005-11-01,93.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯換利,年增率,2005-11-01,52.46,pct_yoy,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,原始值,2005-11-01,77.0,USD mn,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2005-11-01,-178.57,pct_yoy,2026-08-27
EG47M01,合計,原始值,2005-12-01,14314.0,USD mn,2026-08-27
EG47M01,合計,年增率,2005-12-01,28.55,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2005-12-01,5424.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2005-12-01,38.69,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2005-12-01,2760.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2005-12-01,39.82,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2005-12-01,933.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2005-12-01,60.31,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2005-12-01,788.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2005-12-01,34.93,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2005-12-01,123.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2005-12-01,59.74,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2005-12-01,724.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2005-12-01,11.56,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2005-12-01,96.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2005-12-01,113.33,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2005-12-01,8890.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2005-12-01,23.06,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2005-12-01,4195.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2005-12-01,18.37,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2005-12-01,542.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2005-12-01,-15.31,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2005-12-01,2885.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2005-12-01,39.37,pct_yoy,2026-08-27
EG47M01,銀行間市場-選擇權,原始值,2005-12-01,1166.0,USD mn,2026-08-27
EG47M01,銀行間市場-選擇權,年增率,2005-12-01,27.15,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯換利,原始值,2005-12-01,102.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯換利,年增率,2005-12-01,92.45,pct_yoy,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,原始值,2005-12-01,-112.0,USD mn,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2005-12-01,-70.83,pct_yoy,2026-08-27
EG47M01,合計,原始值,2006-01-01,14168.0,USD mn,2026-08-27
EG47M01,合計,年增率,2006-01-01,26.96,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2006-01-01,4621.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2006-01-01,33.48,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2006-01-01,2578.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2006-01-01,44.43,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2006-01-01,535.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2006-01-01,36.48,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2006-01-01,806.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2006-01-01,16.47,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2006-01-01,144.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2006-01-01,65.52,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2006-01-01,461.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2006-01-01,4.06,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2006-01-01,97.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2006-01-01,53.97,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2006-01-01,9547.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2006-01-01,24.04,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2006-01-01,4817.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2006-01-01,15.16,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2006-01-01,860.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2006-01-01,30.7,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2006-01-01,2765.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2006-01-01,32.42,pct_yoy,2026-08-27
EG47M01,銀行間市場-選擇權,原始值,2006-01-01,1035.0,USD mn,2026-08-27
EG47M01,銀行間市場-選擇權,年增率,2006-01-01,44.15,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯換利,原始值,2006-01-01,70.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯換利,年增率,2006-01-01,40.0,pct_yoy,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,原始值,2006-01-01,-71.0,USD mn,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2006-01-01,-71000100.0,pct_yoy,2026-08-27
EG47M01,合計,原始值,2006-02-01,14671.0,USD mn,2026-08-27
EG47M01,合計,年增率,2006-02-01,24.33,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2006-02-01,4915.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2006-02-01,30.27,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2006-02-01,2585.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2006-02-01,32.29,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2006-02-01,724.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2006-02-01,41.96,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2006-02-01,919.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2006-02-01,14.88,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2006-02-01,196.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2006-02-01,141.98,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2006-02-01,299.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2006-02-01,-14.57,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2006-02-01,192.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2006-02-01,146.15,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2006-02-01,9756.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2006-02-01,21.54,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2006-02-01,4813.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2006-02-01,8.72,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2006-02-01,953.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2006-02-01,21.71,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2006-02-01,3078.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2006-02-01,45.46,pct_yoy,2026-08-27
EG47M01,銀行間市場-選擇權,原始值,2006-02-01,802.0,USD mn,2026-08-27
EG47M01,銀行間市場-選擇權,年增率,2006-02-01,25.12,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯換利,原始值,2006-02-01,110.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯換利,年增率,2006-02-01,83.33,pct_yoy,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,原始值,2006-02-01,235.0,USD mn,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2006-02-01,-330.39,pct_yoy,2026-08-27
EG47M01,合計,原始值,2006-03-01,14234.0,USD mn,2026-08-27
EG47M01,合計,年增率,2006-03-01,20.08,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2006-03-01,4934.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2006-03-01,25.67,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2006-03-01,2556.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2006-03-01,28.31,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2006-03-01,708.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2006-03-01,38.82,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2006-03-01,986.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2006-03-01,20.24,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2006-03-01,171.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2006-03-01,144.29,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2006-03-01,396.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2006-03-01,-12.58,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2006-03-01,117.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2006-03-01,44.44,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2006-03-01,9300.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2006-03-01,17.31,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2006-03-01,4654.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2006-03-01,7.71,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2006-03-01,610.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2006-03-01,3.39,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2006-03-01,2983.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2006-03-01,33.89,pct_yoy,2026-08-27
EG47M01,銀行間市場-選擇權,原始值,2006-03-01,990.0,USD mn,2026-08-27
EG47M01,銀行間市場-選擇權,年增率,2006-03-01,38.08,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯換利,原始值,2006-03-01,63.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯換利,年增率,2006-03-01,-12.5,pct_yoy,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,原始值,2006-03-01,130.0,USD mn,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2006-03-01,-176.92,pct_yoy,2026-08-27
EG47M01,合計,原始值,2006-04-01,15182.0,USD mn,2026-08-27
EG47M01,合計,年增率,2006-04-01,32.72,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2006-04-01,4999.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2006-04-01,51.76,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2006-04-01,2719.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2006-04-01,66.71,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2006-04-01,820.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2006-04-01,108.12,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2006-04-01,950.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2006-04-01,23.7,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2006-04-01,159.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2006-04-01,80.68,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2006-04-01,245.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2006-04-01,-32.13,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2006-04-01,106.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2006-04-01,103.85,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2006-04-01,10183.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2006-04-01,25.02,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2006-04-01,5411.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2006-04-01,26.43,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2006-04-01,785.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2006-04-01,20.21,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2006-04-01,3048.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2006-04-01,23.05,pct_yoy,2026-08-27
EG47M01,銀行間市場-選擇權,原始值,2006-04-01,828.0,USD mn,2026-08-27
EG47M01,銀行間市場-選擇權,年增率,2006-04-01,23.21,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯換利,原始值,2006-04-01,111.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯換利,年增率,2006-04-01,76.19,pct_yoy,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,原始值,2006-04-01,-338.0,USD mn,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2006-04-01,3.36,pct_yoy,2026-08-27
EG47M01,合計,原始值,2006-05-01,16091.0,USD mn,2026-08-27
EG47M01,合計,年增率,2006-05-01,49.81,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2006-05-01,5094.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2006-05-01,61.2,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2006-05-01,2684.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2006-05-01,67.12,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2006-05-01,796.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2006-05-01,126.14,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2006-05-01,819.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2006-05-01,14.87,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2006-05-01,180.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2006-05-01,181.25,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2006-05-01,502.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2006-05-01,40.22,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2006-05-01,113.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2006-05-01,68.66,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2006-05-01,10997.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2006-05-01,45.06,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2006-05-01,5823.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2006-05-01,45.58,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2006-05-01,740.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2006-05-01,32.14,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2006-05-01,3117.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2006-05-01,36.23,pct_yoy,2026-08-27
EG47M01,銀行間市場-選擇權,原始值,2006-05-01,1198.0,USD mn,2026-08-27
EG47M01,銀行間市場-選擇權,年增率,2006-05-01,81.52,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯換利,原始值,2006-05-01,119.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯換利,年增率,2006-05-01,63.01,pct_yoy,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,原始值,2006-05-01,-142.0,USD mn,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2006-05-01,-208.4,pct_yoy,2026-08-27
EG47M01,合計,原始值,2006-06-01,15636.0,USD mn,2026-08-27
EG47M01,合計,年增率,2006-06-01,33.96,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2006-06-01,4963.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2006-06-01,35.86,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2006-06-01,2252.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2006-06-01,11.43,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2006-06-01,734.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2006-06-01,69.91,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2006-06-01,740.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2006-06-01,-3.39,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2006-06-01,156.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2006-06-01,102.6,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2006-06-01,973.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2006-06-01,242.61,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2006-06-01,108.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2006-06-01,47.95,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2006-06-01,10673.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2006-06-01,33.1,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2006-06-01,5157.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2006-06-01,22.26,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2006-06-01,662.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2006-06-01,2.0,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2006-06-01,3254.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2006-06-01,30.53,pct_yoy,2026-08-27
EG47M01,銀行間市場-選擇權,原始值,2006-06-01,1482.0,USD mn,2026-08-27
EG47M01,銀行間市場-選擇權,年增率,2006-06-01,167.99,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯換利,原始值,2006-06-01,118.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯換利,年增率,2006-06-01,11.32,pct_yoy,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,原始值,2006-06-01,-118.0,USD mn,2026-08-27
EG47M01,全體外匯銀行外匯交易淨部位（期底數）,年增率,2006-06-01,-129.95,pct_yoy,2026-08-27
EG47M01,合計,原始值,2006-07-01,15301.0,USD mn,2026-08-27
EG47M01,合計,年增率,2006-07-01,18.28,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-小計,原始值,2006-07-01,5013.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-小計,年增率,2006-07-01,26.53,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-即期,原始值,2006-07-01,2382.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-即期,年增率,2006-07-01,25.37,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-遠期,原始值,2006-07-01,966.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-遠期,年增率,2006-07-01,89.04,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯,原始值,2006-07-01,966.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯,年增率,2006-07-01,1.36,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,原始值,2006-07-01,111.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-保証金交易,年增率,2006-07-01,0.91,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-選擇權,原始值,2006-07-01,492.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-選擇權,年增率,2006-07-01,26.15,pct_yoy,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,原始值,2006-07-01,96.0,USD mn,2026-08-27
EG47M01,銀行對顧客市場-換匯換利,年增率,2006-07-01,-2.04,pct_yoy,2026-08-27
EG47M01,銀行間市場-小計,原始值,2006-07-01,10288.0,USD mn,2026-08-27
EG47M01,銀行間市場-小計,年增率,2006-07-01,14.64,pct_yoy,2026-08-27
EG47M01,銀行間市場-即期,原始值,2006-07-01,4865.0,USD mn,2026-08-27
EG47M01,銀行間市場-即期,年增率,2006-07-01,-0.59,pct_yoy,2026-08-27
EG47M01,銀行間市場-遠期,原始值,2006-07-01,626.0,USD mn,2026-08-27
EG47M01,銀行間市場-遠期,年增率,2006-07-01,-6.71,pct_yoy,2026-08-27
EG47M01,銀行間市場-換匯,原始值,2006-07-01,3829.0,USD mn,2026-08-27
EG47M01,銀行間市場-換匯,年增率,2006-07-01,42.5,pct_yoy,2026-08-27
